,date,username,post content,quoted user,post mood
0,2012-05-25 21:01:00,bulbie,"b""...all of the time. It's crippling me. """,,Chatty
1,2012-05-25 21:08:00,manekineko,"b""Hi bulbie, I share your pain! That's why I like forums, they make me feel less lonely and just the kindness of having someone reply with empathy and encouragement is enough to make me feel a little better. Are you lonely because you're alone? Or do you feel lonely even when you're around others? I have social anxiety and depression which means meeting people is difficult, and I find that I don't 'play well with others' as my parents like to say. What's making you feel so lonely? x""",,None
2,2012-05-25 21:10:00,Starless,b'',,Cheerful
3,2012-05-25 21:40:00,bulbie,"b""I'm completely isolated here, that really doesn't help. Been single for over a year whn everyone seems to have someone. No one wants me. """,,Chatty
4,2012-05-25 21:46:00,Unloved,b'hiya Bulbie.. You are NOT alone in your feelings.. I Know how hard it can feel.. Admitting you feel alone is half the battle (i think).. Keep talking you can get through this x',,Tired
5,2012-05-25 21:51:00,manekineko,"b""You can talk to your friends here  AWWWWWWW, I'm sure that's not true! You are probably so down at the moment that you don't even realise when someone likes you or are showing an interest/checking you out! I know it can suck being single, especially if all your friends have someone, but take solace in the fact that I've been single for five years! Not even a date... Also, if you are single then you can take advantage of that time to do things that you want to do without the responsibility of having another to worry about. A year isn't a long time at all if you think about it, because looking for a person that is right for you is more important than being with someone to not be alone, and i'm sure once you have found a person like that, you wont regret holding out for more! x""",,None
6,2012-05-25 21:55:00,Allyke,b'Love you Bulbie  xx',,None
7,2012-05-25 22:25:00,Sugarplum,"b""You sound fantastic to me. I'd go out with you if I wasn't takenSPXx""",Allyke,Sad
8,2012-05-26 10:24:00,bulbie,"b""Thank you so much everyone.I'm hoping a visit home might pick me up, but right now its hard to see that. I've gotten a little flabby too and all that makes me think is who would want me with a body like this? """,,Chatty
9,2012-05-26 10:52:00,Unloved,"b""morning Bulbie, its nice to hear your going out visiting.. Being able to go bk to your 'roots' can be reassuring.. On your body image,, anyone worth their salt would see past that straight off!,.. judging someone on looks alone is pretty shallow, buts thats how i see it.. Really hope you get out there, and end up having a Cracking day! X""",,Tired
10,2012-05-26 11:05:00,Foxjo,"b""Morning Bulbie, ive just logged on. all the people above have given you great words of wisdom. its true, people find each other, fall in love with each other in more ways than just the physical sense. friends too, cannot always be around but on-line there is always someone to talk to. thats why i love the forum. there is always someone 'here'. try and enjoy some of the sunshine this weekend, log on later and let us know how you are?hugs Fox""",,None
11,2012-05-26 12:48:00,bulbie,"b""So I'm out at McDonalds then going to get the shopping. I feel like everyone is looking at me thinking I look a mess.""",,Chatty
12,2012-05-26 12:56:00,blacktulip,b'You could never look a mess  xx',,Worried
13,2012-05-26 13:19:00,bulbie,"b'I feel like I do, feel like my hairs a mess and I look ridiculous in this outfit, and that everyone can see my tummy. '",,Chatty
14,2012-05-26 13:30:00,jaxie40,"b""Fox is right, I met and fell in love wih my second husband when I was least expecting to. In fact, I was anti-marriage, vowed I'd never do it again after the first. Anyway, I got to know a lot about my husband through many late night chats. I fell deeply in love with that person, not what he looks like. If you saw him in the evenings and weekends, you'd mistake him for a layabout, dressed in torn old jeans and tatty t-shirts. That side of him really doesn't bother me, he's comforatble dressed like that, and that's what's important.And I bet you don't look a mess at all! Seeing some of the sights around, I bet you have nothing to worry about, Bulbie""",Foxjo,None
15,2012-05-26 19:16:00,bulbie,"b'Thanks Jaxie. I just wish I could meet someone who values me enough, who loves me enough to want to marry me.'",,Chatty
16,2012-05-26 19:22:00,Foxjo,"b'Hi Bulbiei met my husband through on-line dating, i fell in love with him over the internet. talking to him, getting to know him first then meeting up with him, i too was painfully shy at meeting people so i felt for me it was a great way of getting to know someone first before dating them in person. obivously there are some men/women on there only out for one thing and they get it. but you can usually suss that one out pretty quickly!today i went out in the sun, i too have put on a lot of weight with my change in meds, i felt like a white whale out in the sun. but i know thats just me and how im thinking about myself right now. i tried not to let it spoil my dayout but it is hard. yeah i wish i was a size ten with beautiful hair and teeth but it aint gonna happen! acceptance is what is needed- acceptance from ourselves. then once we feel beautiful to ourselves we can portray that to others.'",,None
17,2012-05-26 19:28:00,bulbie,"b""God my teeth are another issue. I'm very scared of the dentist, and am scheduled for oral surgery but its months off... I've met so many people who judge if you have less than perfect teeth even if the rest of you could be deemed perfect.I've been told i'm ugly all my life, so naturally I believe it so strongly now.""",,Chatty
18,2012-05-26 19:28:00,jaxie40,"b""Aww how lovely Fox! Very true what you say about acceptance too Bulbie, you will meet someone when you're least expecting it hun """,Foxjo,None
19,2012-05-26 19:34:00,bulbie,"b""Let's face it, I'm still in love with J, and I'm nowhere near as gorgeous as the girl he left me for...""",,Chatty
20,2012-05-26 19:35:00,Starless,b'Nowhere near as stupid either... *cough* .. Who said that? ',,Cheerful
21,2012-05-26 19:37:00,jaxie40,"b""Aww how awful Bulbie. My dad used to tell me that I was ugly and that no-one would ever want me. I grew up believing him. MY self estemm is still low, though with thanks to psychotherapy, it's better than it was.Anyone who judges on appearance is shallow, and doesn't deserve to be in a decent relationship. We think you're lovely anyway Bulbie, sod those who've called you ugly """,bulbie,None
22,2012-05-26 19:38:00,jaxie40,b'Who said what? ',Starless,None
23,2012-05-26 19:38:00,Starless,"b'Exactly Jaxie, exactly! '",jaxie40,Cheerful
24,2012-05-26 19:44:00,bulbie,"b""See, that's how i know you're my best friend! and of course I know you're right Jaxie, I'm just really struggling to see it right now. """,Starless,Chatty
25,2012-05-26 19:47:00,Starless,"b""It's what I'm here for. Besides, if it gets really dire, you could always move to Austrailia and marry a building. (No, really!)I don't think we have too much to worry about here when there's people having maritals with buildings out there.(And before I get slayed for that, I am joking!)""",,Cheerful
